"YEAR","SAMPLE","CBSERIAL","STATEFIP","COUNTYFIP","CITY","SEX","AGE","RACE","RACED","RACASIAN","EDUC","EDUCD","EMPSTAT","EMPSTATD","OCC2010","IND","WKSWORK2","UHRSWORK","INCTOT","INCWAGE","INCBUS00","PWSTATE2","PWCOUNTY"
2016,201601,737821,25,0,0,2,59,6,610,2,10,101,1,10,4720,6890,6,40,30000,30000,0,25,0
2016,201601,737821,25,0,0,2,30,6,610,2,11,116,1,10,1650,7460,6,40,53000,53000,0,25,0
2016,201601,737821,25,0,0,2,61,6,610,2,6,65,1,10,4720,5380,6,25,18500,18500,0,25,0
2016,201601,737821,25,0,0,1,51,6,610,2,6,63,1,10,4720,5380,6,30,11700,11700,0,25,0
2016,201601,738656,25,0,930,1,29,4,400,2,11,116,1,10,2200,7890,6,40,41000,40000,0,25,0
2016,201601,738971,25,3,0,1,20,6,620,2,7,71,1,10,5940,7270,4,5,7000,4800,0,25,3
2016,201601,739110,25,0,0,2,21,6,620,2,10,101,3,30,4760,5170,1,10,200,200,0,0,0
2016,201601,739558,25,0,0,1,18,4,400,2,6,65,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,739726,25,0,0,2,32,6,669,2,6,63,3,30,9920,0,0,0,20000,0,0,0,0
2016,201601,739726,25,0,0,1,46,6,669,2,2,26,1,10,9130,6190,6,35,64040,64000,0,25,0
2016,201601,739726,25,0,0,1,9,6,669,2,1,16,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,739726,25,0,0,1,5,6,669,2,1,11,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,739726,25,0,0,1,2,6,669,2,0,1,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,739726,25,0,0,1,1,6,669,2,0,1,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,742206,25,0,0,1,60,4,400,2,6,63,1,10,4720,8680,6,42,45000,45000,0,25,0
2016,201601,742206,25,0,0,2,56,4,400,2,6,65,1,10,310,8680,6,50,60000,60000,0,25,0
2016,201601,742242,25,0,0,1,49,6,610,2,11,114,1,10,1000,7380,4,40,92000,92000,0,25,25
2016,201601,742242,25,0,0,2,19,6,610,2,6,63,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,742242,25,0,0,1,14,6,610,2,2,26,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,742259,25,25,810,2,69,6,640,2,3,30,3,30,9920,0,0,0,10300,0,0,0,0
2016,201601,742633,25,0,0,1,32,6,640,2,11,115,1,10,3050,5070,6,42,120000,120000,0,25,0
2016,201601,742633,25,0,0,2,0,6,640,2,0,1,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,742965,25,25,810,1,24,4,400,2,10,101,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,742965,25,25,810,1,25,4,400,2,6,63,1,10,6600,770,6,40,30000,30000,0,25,25
2016,201601,742965,25,25,810,1,23,4,400,2,11,114,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,743746,25,0,0,1,71,6,610,2,11,115,3,30,9920,0,0,0,256000,0,0,0,0
2016,201601,743746,25,0,0,2,60,6,610,2,7,71,3,30,4760,5380,0,0,0,0,0,0,0
2016,201601,745422,25,0,0,1,37,6,660,2,6,64,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,745606,25,25,810,1,20,6,600,2,7,71,3,30,1960,7870,1,40,250,250,0,0,0
2016,201601,746640,25,0,7570,2,27,6,640,2,10,101,1,10,4920,7070,6,60,10020,0,10000,25,0
2016,201601,746753,25,0,0,1,15,6,660,2,3,30,0,0,9920,0,0,0,0,999999,0,0,0
2016,201601,746951,25,0,0,1,55,6,640,2,1,12,1,10,6260,770,2,5,12500,0,12500,25,0
2016,201601,746951,25,0,0,1,44,6,640,2,0,2,1,10,2200,7870,6,40,65000,65000,0,25,0
2016,201601,748170,25,0,0,1,71,6,610,2,11,114,2,20,110,7380,0,0,26000,0,0,0,0
2016,201601,748170,25,0,0,2,66,6,610,2,10,101,1,10,4600,8470,6,30,33000,20000,0,25,0
2016,201601,748724,25,0,0,1,65,4,400,2,6,64,1,10,4000,8680,6,50,16220,15600,0,25,0
2016,201601,749775,25,0,0,2,55,5,500,2,11,115,1,10,3060,8190,6,90,275000,235000,0,25,25
2016,201601,751220,25,0,0,2,62,6,620,2,7,71,1,10,4510,8980,6,35,21000,0,21000,25,0
2016,201601,751541,25,0,0,1,50,5,500,2,8,81,1,10,2200,7870,6,40,77300,70000,7000,25,25
2016,201601,751541,25,0,0,2,45,5,500,2,8,81,1,10,710,7390,3,10,10000,10000,0,25,0
2016,201601,751541,25,0,0,2,17,5,500,2,5,50,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,751541,25,0,0,2,12,5,500,2,2,23,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,751541,25,0,0,1,7,5,500,2,1,12,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,751855,25,0,0,1,24,5,500,2,7,71,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,752005,25,0,0,1,20,6,610,2,6,63,3,30,1960,7870,1,15,5000,5000,0,0,0
2016,201601,753017,25,0,0,2,65,6,620,2,7,71,3,30,9920,0,0,0,5500,0,0,0,0
2016,201601,753651,25,25,810,1,44,4,400,2,6,63,1,10,4110,8680,6,24,19700,19700,0,25,25
2016,201601,753651,25,25,810,2,34,4,400,2,6,63,1,10,2300,8470,4,40,18000,18000,0,25,25
2016,201601,753651,25,25,810,1,9,4,400,2,1,15,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,753651,25,25,810,2,7,4,400,2,1,12,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,753982,25,0,930,2,19,6,610,2,6,63,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,754479,25,0,930,1,24,6,610,2,10,101,1,10,2200,7870,6,40,25000,25000,0,25,0
2016,201601,754525,25,25,810,2,21,6,610,2,7,71,1,10,1960,7460,2,12,2000,2000,0,25,25
2016,201601,754525,25,25,810,2,21,6,610,2,7,71,3,30,5860,7870,1,10,2000,2000,0,0,0
2016,201601,755060,25,0,0,1,59,6,640,2,6,63,1,10,4720,8680,6,42,45000,45000,0,25,0
2016,201601,755060,25,0,0,2,46,6,640,2,0,2,1,10,4110,8680,6,50,80000,80000,0,25,25
2016,201601,755060,25,0,0,1,20,6,640,2,7,71,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,755060,25,0,0,2,16,6,640,2,4,40,1,10,8810,3980,1,2,400,400,0,25,0
2016,201601,755079,25,0,0,1,21,6,671,2,6,63,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,755841,25,0,7570,1,21,6,678,2,7,71,1,10,7750,3960,3,40,13700,13600,0,25,0
2016,201601,755841,25,0,7570,2,30,6,660,2,11,116,1,10,2860,7490,6,20,14400,14400,0,25,0
2016,201601,755841,25,0,7570,2,23,6,660,2,0,2,1,10,120,4290,6,50,35000,35000,0,25,0
2016,201601,755841,25,0,7570,1,26,6,660,2,0,2,1,10,3600,8190,6,40,19000,19000,0,25,0
2016,201601,756027,25,0,930,2,59,6,620,2,11,116,1,10,2200,7870,6,35,54000,23000,0,25,0
2016,201601,757464,25,0,930,2,67,6,663,2,11,116,3,30,1720,7870,0,0,24000,0,0,0,0
2016,201601,757464,25,0,930,1,68,6,663,2,11,116,1,10,5000,6370,6,60,77000,65000,0,25,0
2016,201601,757464,25,0,930,1,30,6,671,2,10,101,2,20,5240,7570,1,40,20200,9000,0,0,0
2016,201601,757784,25,0,0,1,40,6,610,2,10,101,1,10,430,7290,6,40,80000,80000,0,25,0
2016,201601,759118,25,0,0,1,66,4,400,2,11,114,3,30,9920,0,0,0,93800,0,0,0,0
2016,201601,759118,25,0,0,2,61,4,400,2,11,114,1,10,1650,2190,6,40,95000,95000,0,25,0
2016,201601,759338,25,0,0,1,53,6,610,2,11,114,1,10,1000,7380,6,40,120100,120000,0,25,0
2016,201601,759338,25,0,0,1,44,6,610,2,10,101,1,10,5110,8190,6,40,45000,45000,0,25,25
2016,201601,760859,25,0,3770,1,21,4,400,2,7,71,3,30,1960,7870,1,40,360,360,0,0,0
2016,201601,760904,25,0,930,1,25,4,400,2,10,101,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,760904,25,0,930,2,24,4,400,2,10,101,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,760904,25,0,930,2,23,4,400,2,10,101,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,760992,25,0,3770,2,28,6,660,2,7,71,1,10,7720,3390,6,48,23000,23000,0,25,0
2016,201601,760992,25,0,3770,2,4,6,660,2,0,2,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,760992,25,0,3770,1,4,6,660,2,0,2,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,761859,25,25,810,1,19,6,620,2,7,71,1,10,9620,7890,3,8,1100,1100,0,25,25
2016,201601,762360,25,0,0,1,44,6,610,2,11,114,1,10,1050,5070,6,40,110000,110000,0,25,0
2016,201601,762360,25,0,0,2,38,6,610,2,6,64,3,30,310,8660,0,0,50,0,0,0,0
2016,201601,762360,25,0,0,1,11,6,610,2,2,22,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,762360,25,0,0,1,5,6,610,2,0,2,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,762509,25,25,810,1,26,6,610,2,10,101,1,10,1410,3390,6,55,90000,90000,0,25,0
2016,201601,762660,25,0,0,2,29,6,620,2,7,71,1,10,5010,8190,6,40,50000,50000,0,25,0
2016,201601,763009,25,0,0,2,38,6,620,2,11,115,1,10,3060,7970,4,30,85000,70000,15000,25,0
2016,201601,763009,25,0,0,1,75,6,620,2,11,115,3,30,9920,0,0,0,12000,0,0,0,0
2016,201601,763009,25,0,0,2,71,6,620,2,10,101,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,763218,25,0,0,1,49,6,610,2,11,114,1,10,1020,7380,6,40,209500,190000,4500,25,0
2016,201601,763218,25,0,0,2,44,6,610,2,10,101,1,10,1020,7380,6,20,25000,25000,0,25,0
2016,201601,763218,25,0,0,1,17,6,610,2,5,50,3,30,2340,7890,0,0,600,0,0,0,0
2016,201601,763218,25,0,0,1,11,6,610,2,2,22,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,763218,25,0,0,1,76,6,610,2,10,101,3,30,4720,4970,0,0,2600,0,0,0,0
2016,201601,763218,25,0,0,2,70,6,610,2,11,115,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,763965,25,0,930,2,18,6,620,2,6,63,1,10,2540,9160,4,14,3000,3000,0,25,0
2016,201601,764125,25,0,0,2,59,5,500,2,8,81,3,30,9920,0,0,0,5000,0,0,0,0
2016,201601,765234,25,0,0,1,28,6,610,2,11,114,1,10,430,7490,6,40,53000,53000,0,25,25
2016,201601,765974,25,0,0,1,59,4,400,2,3,30,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,765974,25,0,0,2,58,4,400,2,8,81,1,10,310,8680,6,45,27400,27400,0,25,0
2016,201601,770471,25,0,930,1,25,6,610,2,10,101,1,10,2200,7870,6,40,34000,34000,0,25,0
2016,201601,770916,25,0,0,1,35,5,500,2,11,116,3,30,3060,8190,4,50,52000,52000,0,0,0
2016,201601,770916,25,0,0,2,34,5,500,2,11,116,1,10,1650,7460,4,50,40000,40000,0,25,25
2016,201601,776264,25,25,0,2,38,6,620,2,8,81,1,10,4520,8990,6,40,11300,11300,0,25,25
2016,201601,776508,25,0,0,1,55,6,662,2,11,114,1,10,1360,9570,6,40,30000,30000,0,25,25
2016,201601,776632,25,0,0,1,43,4,400,2,11,114,1,10,1760,2190,6,40,174000,160000,0,25,0
2016,201601,776632,25,0,0,2,39,4,400,2,11,114,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,776632,25,0,0,1,10,4,400,2,1,17,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,776632,25,0,0,1,7,4,400,2,1,14,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,777001,25,0,7570,1,57,4,400,2,11,114,3,30,1020,4170,0,0,60000,0,0,0,0
2016,201601,777001,25,0,7570,2,52,4,400,2,10,101,3,30,9920,0,0,0,5000,0,0,0,0
2016,201601,777001,25,0,7570,2,18,4,400,2,6,63,1,10,5240,5380,1,35,2500,2500,0,25,0
2016,201601,777001,25,0,7570,1,80,4,400,2,6,63,3,30,9920,0,0,0,32000,0,0,0,0
2016,201601,778377,25,0,0,2,40,6,662,2,10,101,2,20,1530,3470,6,40,61000,61000,0,0,0
2016,201601,778420,25,0,0,2,52,6,643,2,10,101,1,10,5860,6890,6,40,50000,50000,0,25,25
2016,201601,778420,25,0,0,2,36,6,643,2,7,71,3,30,4600,8470,0,0,244000,0,0,0,0
2016,201601,779131,25,0,0,1,57,4,400,2,10,101,1,10,1020,7380,6,55,100100,100000,0,25,0
2016,201601,779131,25,0,0,2,57,4,400,2,6,63,3,30,9920,0,0,0,50,0,0,0,0
2016,201601,779131,25,0,0,1,27,4,400,2,10,101,1,10,1020,3380,6,55,80030,80000,0,25,0
2016,201601,779131,25,0,0,2,24,4,400,2,10,101,1,10,1020,6990,6,55,65030,65000,0,44,7
2016,201601,781589,25,0,0,1,43,6,610,2,11,116,1,10,1020,7380,6,40,130000,130000,0,25,0
2016,201601,781589,25,0,0,2,39,6,610,2,11,114,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,781589,25,0,0,1,7,6,610,2,1,12,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,781589,25,0,0,1,5,6,610,2,0,2,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,782456,25,0,0,1,33,4,400,2,11,116,1,10,2200,7870,6,60,50000,50000,0,25,25
2016,201601,782456,25,0,0,2,5,4,400,2,0,2,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,782456,25,0,0,1,59,4,400,2,8,81,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,782456,25,0,0,2,58,4,400,2,7,71,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,783720,25,25,810,2,32,6,610,2,11,114,3,30,730,9170,1,35,3000,3000,0,0,0
2016,201601,783720,25,25,810,2,33,6,610,2,11,114,1,10,4700,5580,6,50,10000,0,10000,25,25
2016,201601,784080,25,0,0,1,39,4,400,2,10,101,1,10,3410,5070,6,40,40000,40000,0,25,0
2016,201601,784080,25,0,0,2,36,4,400,2,10,101,1,10,2840,2190,6,40,50000,50000,0,25,0
2016,201601,784080,25,0,0,2,7,4,400,2,1,14,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,784080,25,0,0,1,4,4,400,2,1,11,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,784210,25,25,810,2,79,6,610,2,11,114,3,30,9920,0,0,0,6300,0,0,0,0
2016,201601,784210,25,25,810,2,26,6,664,2,10,101,1,10,430,7380,4,40,60000,60000,0,25,25
2016,201601,785148,25,0,930,2,29,4,400,2,10,101,1,10,2200,7870,6,40,35000,35000,0,25,0
2016,201601,786578,25,0,0,1,42,4,400,2,11,114,1,10,4700,4270,6,40,125000,125000,0,25,0
2016,201601,786578,25,0,0,2,43,4,400,2,11,114,1,10,4700,4290,6,40,90000,90000,0,25,0
2016,201601,786578,25,0,0,2,17,4,400,2,5,50,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,786921,25,0,0,1,39,6,610,2,11,114,1,10,1000,7380,6,40,75200,75000,0,25,0
2016,201601,787843,25,0,930,1,25,6,620,2,10,101,3,30,1650,7870,0,0,35000,0,0,0,0
2016,201601,787975,25,25,810,1,18,6,669,2,7,71,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,790239,25,0,0,1,53,6,610,2,11,114,1,10,1360,7290,6,50,543000,543000,0,25,0
2016,201601,790493,25,25,810,2,60,4,400,2,2,26,1,10,4000,8680,1,50,2000,2000,0,25,25
2016,201601,790493,25,25,810,1,60,4,400,2,2,26,1,10,4000,8680,1,25,4700,4700,0,25,25
2016,201601,790493,25,25,810,1,24,4,400,2,7,71,2,20,4720,8680,0,0,0,0,0,0,0
2016,201601,790493,25,25,810,1,5,4,400,2,1,11,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,790493,25,25,810,2,3,4,400,2,0,2,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,790493,25,25,810,1,28,4,400,2,10,101,1,10,310,8680,6,40,23100,23000,0,25,25
2016,201601,790615,25,0,0,2,34,6,600,2,10,101,1,10,4760,5170,1,30,3500,3500,0,25,0
2016,201601,790815,25,0,0,1,63,6,675,2,1,12,1,10,4720,5570,4,25,6100,6100,0,25,25
2016,201601,790815,25,0,0,2,58,6,675,2,1,12,1,10,4700,5570,4,20,4800,4800,0,25,25
2016,201601,790815,25,0,0,1,35,6,675,2,6,63,1,10,4760,5570,3,20,4600,4600,0,25,25
2016,201601,790815,25,0,0,1,30,6,675,2,6,63,1,10,4720,5570,6,22,5000,5000,0,25,25
2016,201601,790815,25,0,0,2,5,6,675,2,1,11,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,790815,25,0,0,1,3,6,675,2,1,11,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,790815,25,0,0,2,28,6,640,2,3,30,1,10,4760,5570,4,15,800,800,0,25,25
2016,201601,791089,25,0,3770,1,27,4,400,2,11,114,1,10,1760,7870,6,60,30000,30000,0,25,0
2016,201601,792431,25,25,810,2,25,6,620,2,10,101,1,10,3130,6990,6,40,60000,60000,0,25,25
2016,201601,792431,25,25,810,2,22,6,620,2,7,71,1,10,3410,7480,2,20,5000,5000,0,25,25
2016,201601,792431,25,25,810,2,22,6,620,2,7,71,1,10,3410,7480,6,20,5000,5000,0,25,25
2016,201601,792557,25,0,0,1,53,4,400,2,11,116,1,10,1000,7380,6,40,170000,150000,0,25,0
2016,201601,792557,25,0,0,2,54,4,400,2,11,114,1,10,3300,8190,6,40,40000,40000,0,25,0
2016,201601,792557,25,0,0,2,17,4,400,2,5,50,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,792616,25,0,0,2,18,4,400,2,6,65,2,20,4110,8680,6,16,7000,7000,0,0,0
2016,201601,792845,25,0,0,1,32,4,400,2,10,101,1,10,1020,7380,6,40,96100,96000,0,25,0
2016,201601,792845,25,0,0,2,32,4,400,2,10,101,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,792845,25,0,0,2,1,4,400,2,0,1,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,793095,25,25,810,1,20,6,610,2,7,71,1,12,800,7070,3,40,5000,5000,0,0,0
2016,201601,793095,25,25,810,1,22,6,610,2,7,71,3,30,1960,7460,0,0,0,0,0,0,0
2016,201601,793095,25,25,810,1,21,6,610,2,7,71,1,10,1350,7460,3,40,22000,22000,0,25,0
2016,201601,793095,25,25,810,1,20,6,610,2,7,71,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,793095,25,25,810,1,20,6,610,2,7,71,1,10,710,7460,2,40,30000,30000,0,25,0
2016,201601,794147,25,0,0,1,44,4,400,2,11,114,1,10,110,7860,6,40,90000,90000,0,25,0
2016,201601,794147,25,0,0,2,39,4,400,2,11,114,1,10,850,6970,6,75,543000,543000,0,25,0
2016,201601,794147,25,0,0,1,11,4,400,2,2,22,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,794484,25,0,0,1,62,6,660,2,8,81,1,10,2060,9160,6,40,76000,76000,0,25,0
2016,201601,794484,25,0,0,1,62,6,660,2,8,81,1,10,2060,9160,6,40,21000,21000,0,25,0
2016,201601,794484,25,0,0,1,52,6,660,2,2,23,1,10,4220,9160,6,40,34300,34300,0,25,0
2016,201601,795234,25,0,0,1,45,6,610,2,11,114,1,10,1020,3390,6,40,182200,160000,0,25,0
2016,201601,795234,25,0,0,2,43,6,610,2,10,101,1,10,1020,6870,6,40,135200,131000,0,25,0
2016,201601,795234,25,0,0,2,8,6,610,2,1,16,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,795288,25,0,0,1,72,6,620,2,11,114,3,30,9920,0,0,0,79600,0,0,0,0
2016,201601,795288,25,0,0,2,68,6,620,2,6,63,3,30,9920,0,0,0,4200,0,0,0,0
2016,201601,796295,25,0,0,1,26,6,640,2,11,114,2,20,2310,7860,3,40,66600,60000,0,0,0
2016,201601,796949,25,25,810,2,74,4,400,2,10,101,3,30,9920,0,0,0,10500,0,0,0,0
2016,201601,798205,25,0,0,1,44,6,678,2,11,116,1,10,2200,7870,4,40,110000,110000,0,25,0
2016,201601,799208,25,0,0,1,73,6,600,2,10,101,3,30,9920,0,0,0,5000,0,0,0,0
2016,201601,800018,25,0,0,2,28,6,676,2,6,65,1,10,2300,8470,6,40,25000,25000,0,25,0
2016,201601,800850,25,0,0,1,41,5,500,2,10,101,1,10,430,3390,6,40,130000,130000,0,25,0
2016,201601,800850,25,0,0,2,43,5,500,2,10,101,3,30,2810,7890,0,0,0,0,0,0,0
2016,201601,800850,25,0,0,2,9,5,500,2,1,16,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,800850,25,0,0,2,8,5,500,2,1,14,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,803766,25,0,0,1,86,6,610,2,6,63,3,30,9920,0,0,0,16100,0,0,0,0
2016,201601,804165,25,0,0,2,62,4,400,2,7,71,3,30,9920,0,0,0,28700,0,0,0,0
2016,201601,804316,25,25,810,2,89,6,640,2,2,26,3,30,9920,0,0,0,10600,0,0,0,0
2016,201601,804953,25,0,0,1,47,6,660,2,6,63,1,10,9130,180,6,40,86000,86000,0,25,0
2016,201601,804953,25,0,0,2,27,6,660,2,6,63,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,804953,25,0,0,1,2,6,660,2,0,1,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,804990,25,0,0,1,36,6,660,2,11,114,1,10,1350,2190,6,40,110000,110000,0,25,0
2016,201601,804990,25,0,0,2,33,6,660,2,0,2,1,10,2000,8080,4,40,40000,0,40000,44,7
2016,201601,804990,25,0,0,2,3,6,660,2,0,2,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,805159,25,0,0,2,35,6,662,2,8,81,1,10,3130,8270,6,60,80000,80000,0,25,0
2016,201601,805159,25,0,0,1,50,6,662,2,6,65,1,10,7855,1070,6,40,45000,45000,0,25,0
2016,201601,805159,25,0,0,2,18,6,662,2,6,63,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,805159,25,0,0,1,16,6,662,2,4,40,2,20,9920,9920,0,0,0,0,0,0,0
2016,201601,805159,25,0,0,2,15,6,662,2,2,26,0,0,9920,0,0,0,0,999999,0,0,0
2016,201601,805159,25,0,0,1,14,6,662,2,2,23,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,805159,25,0,0,2,7,6,662,2,1,14,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,805299,25,0,0,2,19,4,400,2,7,71,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,805942,25,0,0,2,87,4,400,2,0,2,3,30,9920,0,0,0,3600,0,0,0,0
2016,201601,806750,25,0,0,1,60,4,400,2,11,116,1,10,2100,7270,6,40,168500,160000,0,25,0
2016,201601,806750,25,0,0,2,59,4,400,2,11,114,1,10,2340,4970,6,40,68500,60000,0,25,0
2016,201601,806858,25,0,0,2,30,4,400,2,11,115,1,10,3130,8190,6,32,60000,60000,0,25,0
2016,201601,807150,25,25,810,2,28,6,676,2,11,114,1,12,620,9480,4,38,47000,47000,0,0,0
2016,201601,808292,25,0,0,1,44,6,610,2,11,115,1,10,3060,2190,6,60,300000,300000,0,25,0
2016,201601,808292,25,0,0,2,43,6,610,2,11,115,1,10,3060,8190,6,70,190000,190000,0,25,0
2016,201601,808292,25,0,0,1,15,6,610,2,3,30,0,0,9920,0,0,0,100,999999,0,0,0
2016,201601,808292,25,0,0,1,13,6,610,2,2,25,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,808292,25,0,0,1,9,6,610,2,1,15,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,808539,25,0,0,1,54,6,620,2,6,63,1,10,7700,9070,6,70,30000,30000,0,25,0
2016,201601,808539,25,0,0,2,49,6,620,2,6,63,1,10,7700,9070,6,70,30000,30000,0,25,0
2016,201601,808539,25,0,0,1,25,6,620,2,6,63,1,10,4030,5380,6,36,16000,16000,0,25,0
2016,201601,809192,25,0,0,1,42,6,610,2,11,114,1,10,1240,8190,6,40,70000,70000,0,25,25
2016,201601,809192,25,0,0,2,41,6,610,2,11,114,1,10,120,7870,6,35,75000,75000,0,25,25
2016,201601,809192,25,0,0,2,5,6,610,2,1,11,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,811205,25,0,0,2,50,4,400,2,11,114,1,10,1960,7460,6,40,59000,59000,0,25,25
2016,201601,811205,25,0,0,1,53,4,400,2,11,116,1,10,2200,7870,6,40,99000,99000,0,25,0
2016,201601,811205,25,0,0,1,17,4,400,2,5,50,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,811205,25,0,0,2,15,4,400,2,3,30,0,0,9920,0,0,0,0,999999,0,0,0
2016,201601,811205,25,0,0,2,72,4,400,2,8,81,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,811527,25,0,0,2,14,4,400,2,3,30,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,811527,25,0,0,2,13,4,400,2,2,25,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,811527,25,0,0,1,8,4,400,2,1,16,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,812415,25,0,930,2,21,6,660,2,6,63,1,10,5240,9090,3,15,3900,3900,0,25,0
2016,201601,812829,25,3,0,2,47,5,500,2,1,15,1,10,4520,8990,6,40,30000,30000,0,25,3
2016,201601,813183,25,25,0,1,67,4,400,2,10,101,1,10,4140,8680,1,8,960,960,0,25,25
2016,201601,813542,25,25,810,1,70,4,400,2,2,22,3,30,9920,0,0,0,6000,0,0,0,0
2016,201601,813542,25,25,810,2,70,4,400,2,2,22,3,30,9920,0,0,0,6000,0,0,0,0
2016,201601,816194,25,0,0,2,21,4,400,2,7,71,3,30,5940,8190,0,0,0,0,0,0,0
2016,201601,816206,25,0,0,1,46,6,660,2,6,64,1,10,1020,3380,6,40,168000,168000,0,25,0
2016,201601,816206,25,0,0,2,33,6,660,2,11,114,1,10,2200,7870,6,20,16500,16500,0,25,25
2016,201601,816206,25,0,0,2,9,6,660,2,1,16,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,816206,25,0,0,2,4,6,660,2,1,11,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,816206,25,0,0,1,20,6,660,2,7,71,3,30,5240,4795,1,20,2500,2500,0,0,0
2016,201601,816657,25,0,0,2,32,6,660,2,7,71,1,10,4760,4795,6,33,47500,47500,0,25,0
2016,201601,817066,25,25,810,1,21,4,400,2,6,63,3,30,9920,0,0,0,0,0,0,0,0
2016,201601,818554,25,25,810,2,33,6,610,2,11,115,3,30,710,7390,0,0,300,0,0,0,0
2016,201601,818987,25,0,0,1,42,4,400,2,11,116,1,10,1760,3380,5,40,80000,80000,0,25,0
2016,201601,818987,25,0,0,2,43,4,400,2,11,116,1,10,120,6870,6,40,140000,140000,0,25,25
2016,201601,818987,25,0,0,2,9,4,400,2,1,16,0,0,9920,0,0,0,9999999,999999,999999,0,0
2016,201601,822381,25,0,0,2,70,5,500,2,11,114,1,10,2200,7870,6,35,62100,57000,0,25,0
2016,201601,823389,25,3,0,1,19,6,620,2,7,71,2,20,2440,7870,4,5,5000,5000,0,0,0
