YEAR,STATEFIP,CITY,SEX,AGE,RACED,EDUC,EMPSTAT,OCC2010,IND,UHRSWORK,INCTOT,INCWAGE
2018,25,0,1,35,Chinese,11,1,2630,3390,45,132600,120000
2018,25,0,2,34,Chinese,7,1,4230,8660,40,30000,30000
2018,25,0,1,4,Chinese,0,0,9920,0,0,9999999,999999
2018,25,0,2,1,Chinese,0,0,9920,0,0,9999999,999999
2018,25,0,1,69,Chinese,2,3,9920,0,0,0,0
2018,25,0,2,66,Chinese,1,3,9920,0,0,0,0
2018,25,0,2,87,Chinese,2,3,9920,0,0,1500,0
2018,25,0,1,26,Chinese,6,1,9140,6190,70,25000,0
2018,25,0,2,45,Vietnamese,8,1,4510,8980,30,20000,0
2018,25,0,2,17,Vietnamese,4,1,4720,4971,4,2400,2400
2018,25,0,2,82,Vietnamese,2,3,9920,0,0,8500,0
2018,25,0,1,38,Indian,11,1,1240,2190,80,95000,95000
2018,25,0,2,35,Indian,11,3,9920,0,0,0,0
2018,25,0,1,8,Indian,1,0,9920,0,0,9999999,999999
2018,25,0,1,43,Indian,11,1,3060,8191,60,770000,620000
2018,25,930,1,25,Indian,10,1,1020,7380,8,13000,13000
2018,25,930,1,25,Indian,10,1,1020,7380,40,37000,37000
2018,25,0,2,22,Chinese,7,3,4600,8470,0,0,0
2018,25,0,1,32,Other,10,1,800,6870,40,55000,55000
2018,25,0,2,29,Other,10,3,5160,6870,40,30000,30000
2018,25,0,1,57,Chinese,11,1,1760,2190,50,256690,256000
2018,25,0,1,22,Chinese,7,3,9920,0,0,1400,0
2018,25,0,2,18,Chinese,6,3,9920,0,0,0,0
2018,25,0,2,53,Chinese,6,1,5120,6870,40,75000,55000
2018,25,0,1,55,Chinese,7,1,310,8680,40,22000,22000
2018,25,0,1,24,Chinese,10,1,5520,8180,40,32200,32200
2018,25,0,2,34,Chinese,11,1,430,2190,40,140000,140000
2018,25,0,1,46,Indian,10,1,1020,6970,40,152000,150000
2018,25,0,2,41,Indian,11,2,9920,9920,0,0,0
2018,25,0,1,8,Indian,1,0,9920,0,0,9999999,999999
2018,25,0,1,29,Chinese,6,1,6260,770,50,80000,80000
2018,25,0,1,4,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,2,1,Chinese,0,0,9920,0,0,9999999,999999
2018,25,0,2,53,Chinese,6,1,4220,8470,40,7200,7200
2018,25,0,1,52,Chinese,6,1,130,3390,30,7200,7200
2018,25,0,2,26,Chinese,6,1,4110,8680,48,14000,14000
2018,25,0,1,71,Chinese,10,3,9920,0,0,20900,0
2018,25,0,2,69,Chinese,10,3,9920,0,0,36100,0
2018,25,0,2,37,Chinese,11,1,530,9590,40,90000,90000
2018,25,0,2,28,Chinese,11,1,4700,5070,38,120000,120000
2018,25,0,1,37,Chinese,11,1,2200,7870,50,30000,30000
2018,25,0,1,6,Chinese,0,0,9920,0,0,9999999,999999
2018,25,0,1,70,Chinese,6,3,9920,0,0,6000,0
2018,25,0,2,21,Chinese,10,3,9920,0,0,0,0
2018,25,0,2,25,Vietnamese,10,1,3130,8191,58,40000,40000
2018,25,810,1,26,Indian,10,3,9920,0,0,0,0
2018,25,810,1,25,Indian,10,1,4030,8680,20,20000,20000
2018,25,810,1,25,Indian,10,3,9920,0,0,30000,0
2018,25,0,2,58,Chinese,10,3,110,7870,0,1100,0
2018,25,810,2,23,Korean,10,3,9920,0,0,0,0
2018,25,810,2,23,Korean,7,3,9920,0,0,0,0
2018,25,810,1,23,Chinese,7,1,1020,6690,40,25700,25700
2018,25,0,2,67,Japanese,6,3,9920,0,0,11100,0
2018,25,0,1,59,Other,0,1,4720,8680,40,3000,3000
2018,25,0,2,42,Other,0,1,7750,2370,40,5000,5000
2018,25,0,2,16,Other,4,3,9920,0,0,0,0
2018,25,0,2,14,Other,2,0,9920,0,0,9999999,999999
2018,25,0,2,80,Chinese,6,1,5120,5470,20,62100,15000
2018,25,0,1,39,Japanese,11,1,1650,8191,50,46300,48000
2018,25,0,2,39,Japanese,8,3,9920,0,0,-1700,0
2018,25,0,2,11,Japanese,1,0,9920,0,0,9999999,999999
2018,25,0,2,9,Japanese,1,0,9920,0,0,9999999,999999
2018,25,0,2,6,Japanese,1,0,9920,0,0,9999999,999999
2018,25,0,1,37,Indian,11,1,1760,2190,45,110000,110000
2018,25,0,1,37,Chinese,11,1,1650,8180,40,170000,170000
2018,25,0,2,36,Chinese,10,3,9920,0,0,0,0
2018,25,0,2,8,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,1,6,Chinese,1,0,9920,0,0,9999999,999999
2018,25,810,1,36,Filipino,10,1,1050,6991,40,36300,36300
2018,25,810,2,36,Filipino,10,3,9920,0,0,0,0
2018,25,810,2,8,Filipino,1,0,9920,0,0,9999999,999999
2018,25,0,2,34,Filipino,7,1,4220,8590,40,20000,20000
2018,25,0,1,74,Indian,11,3,7700,590,0,110400,0
2018,25,0,2,64,Indian,10,3,3300,8191,0,14000,0
2018,25,0,2,27,Chinese,11,1,560,6870,45,90000,90000
2018,25,0,2,63,Korean,6,1,7720,3370,40,20600,20600
2018,25,0,1,57,Indian,11,1,1960,7380,50,183000,165000
2018,25,0,2,54,Indian,11,1,120,6970,47,175000,160000
2018,25,7570,1,25,Chinese,10,1,2540,7870,10,2800,2800
2018,25,7570,1,24,Chinese,10,3,5860,6880,40,5000,5000
2018,25,7570,1,24,Chinese,11,1,1010,7380,50,75000,75000
2018,25,7570,1,22,Chinese,10,3,9920,0,0,0,0
2018,25,0,1,72,Other,0,3,9920,0,0,8500,0
2018,25,0,2,65,Chinese,10,3,9920,0,0,42000,0
2018,25,0,1,67,Chinese,11,3,9920,0,0,29200,0
2018,25,0,2,50,Chinese,11,1,1020,7380,40,115000,115000
2018,25,0,2,38,Vietnamese,10,1,4820,6890,40,111000,91000
2018,25,0,1,44,Vietnamese,6,1,1050,5593,40,85030,85000
2018,25,0,1,12,Vietnamese,2,0,9920,0,0,9999999,999999
2018,25,0,2,10,Vietnamese,1,0,9920,0,0,9999999,999999
2018,25,0,1,58,Vietnamese,6,3,9920,0,0,12400,0
2018,25,0,1,38,Chinese,11,1,1020,6970,55,200000,200000
2018,25,0,2,40,Chinese,10,3,9920,0,0,0,0
2018,25,0,1,7,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,1,6,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,1,36,Chinese,11,1,1760,7460,40,50000,50000
2018,25,0,2,35,Chinese,11,1,1650,7460,40,50000,50000
2018,25,0,1,5,Chinese,0,0,9920,0,0,9999999,999999
2018,25,0,2,1,Chinese,0,0,9920,0,0,9999999,999999
2018,25,0,2,64,Chinese,6,3,9920,0,0,0,0
2018,25,0,1,59,Chinese,7,1,8610,8191,48,55000,10000
2018,25,0,2,57,Chinese,6,3,9920,0,0,0,0
2018,25,0,2,18,Chinese,7,3,9920,0,0,0,0
2018,25,0,1,85,Chinese,6,3,9920,0,0,20000,0
2018,25,0,1,48,Korean,11,2,1650,8191,0,12000,0
2018,25,0,2,46,Korean,10,2,9920,9920,0,27000,0
2018,25,0,1,17,Korean,4,2,9920,9920,0,0,0
2018,25,0,2,13,Korean,2,0,9920,0,0,9999999,999999
2018,25,810,2,71,Chinese,2,3,9920,0,0,8400,0
2018,25,810,2,48,Chinese,10,1,800,6870,40,58000,58000
2018,25,3770,2,47,Other,10,1,5000,7390,20,40000,30000
2018,25,3770,2,23,Other,10,1,1000,7470,40,63000,63000
2018,25,3770,2,21,Other,6,1,620,2870,40,40000,40000
2018,25,3770,2,19,Other,6,3,9920,0,0,0,0
2018,25,3770,1,16,Other,5,1,4620,8590,20,220,220
2018,25,0,1,32,Indian,10,1,1020,6870,40,98400,98000
2018,25,0,2,32,Indian,10,1,1000,7380,40,75200,75000
2018,25,0,2,3,Indian,0,0,9920,0,0,9999999,999999
2018,25,0,2,0,Indian,0,0,9920,0,0,9999999,999999
2018,25,810,2,25,Chinese,10,1,2900,7870,20,4500,4500
2018,25,810,2,22,Chinese,10,2,9920,9920,0,0,0
2018,25,0,1,79,Chinese,10,3,9920,0,0,2500,0
2018,25,0,2,75,Chinese,8,3,9920,0,0,2400,0
2018,25,0,1,38,Indian,11,1,4700,5480,40,230000,230000
2018,25,0,2,38,Indian,11,2,4700,5480,40,114650,112000
2018,25,0,1,3,Indian,0,0,9920,0,0,9999999,999999
2018,25,0,1,42,Chinese,11,1,1000,3370,40,10000,10000
2018,25,0,2,45,Chinese,11,1,5340,6870,60,120000,120000
2018,25,0,1,14,Chinese,2,0,9920,0,0,9999999,999999
2018,25,0,1,12,Chinese,2,0,9920,0,0,9999999,999999
2018,25,0,1,5,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,1,71,Chinese,6,3,9920,0,0,0,0
2018,25,0,2,71,Chinese,6,3,9920,0,0,0,0
2018,25,0,1,47,Chinese,6,3,9920,0,0,11600,0
2018,25,0,2,40,Indian,11,3,430,7390,20,48800,0
2018,25,0,1,31,Indian,11,1,3010,7980,45,200000,150000
2018,25,0,2,31,Indian,11,1,3010,7980,50,150000,150000
2018,25,0,2,72,Indian,10,3,9920,0,0,0,0
2018,25,0,1,70,Indian,10,3,9920,0,0,7800,0
2018,25,810,1,27,Other,6,1,1000,7780,16,60000,60000
2018,25,0,1,32,Other,10,1,7750,3580,40,64000,64000
2018,25,0,1,35,Indian,11,1,1020,6890,40,153000,153000
2018,25,0,2,31,Indian,10,1,1020,7380,40,105000,105000
2018,25,0,1,7,Indian,1,0,9920,0,0,9999999,999999
2018,25,0,1,0,Indian,0,0,9920,0,0,9999999,999999
2018,25,0,1,33,Indian,11,1,1240,6991,40,90000,90000
2018,25,0,2,35,Indian,11,2,1000,7580,40,60000,60000
2018,25,0,2,53,Indian,10,1,3130,8191,40,106000,106000
2018,25,810,1,26,Indian,10,1,730,4380,40,30000,30000
2018,25,0,1,32,Vietnamese,11,1,350,8191,46,160000,160000
2018,25,0,1,45,Indian,11,1,1020,7380,40,160000,160000
2018,25,0,2,44,Indian,10,1,800,7280,40,160000,0
2018,25,0,1,17,Indian,5,1,5240,8590,10,800,800
2018,25,0,2,14,Indian,2,0,9920,0,0,9999999,999999
2018,25,0,1,51,Indian,11,1,1020,7380,45,114200,108000
2018,25,3770,1,61,Other,6,1,7750,3380,40,40000,40000
2018,25,3770,2,57,Other,6,3,4720,4971,0,0,0
2018,25,3770,1,24,Other,10,1,7630,3380,44,42000,42000
2018,25,3770,1,21,Other,7,1,1960,7870,20,5000,5000
2018,25,0,2,41,Indian,10,1,1020,6991,40,86000,86000
2018,25,0,1,41,Indian,11,1,1020,3380,40,120000,120000
2018,25,0,2,12,Indian,2,0,9920,0,0,9999999,999999
2018,25,0,1,10,Indian,1,0,9920,0,0,9999999,999999
2018,25,0,2,71,Indonesian,6,3,9920,0,0,14400,0
2018,25,0,1,42,Vietnamese,6,1,4030,8680,40,90000,90000
2018,25,0,2,39,Vietnamese,6,1,4110,8680,40,20000,20000
2018,25,0,1,17,Vietnamese,4,1,1540,3380,10,3000,3000
2018,25,0,1,7,Vietnamese,1,0,9920,0,0,9999999,999999
2018,25,0,2,58,Chinese,6,1,4230,8191,32,42800,40000
2018,25,0,1,63,Chinese,6,3,4000,8680,0,800,0
2018,25,0,2,70,Chinese,11,1,2200,7870,15,69400,62000
2018,25,0,2,69,Chinese,10,3,1530,7470,0,15000,0
2018,25,810,2,46,Vietnamese,5,1,4520,8990,40,29700,29700
2018,25,810,1,46,Vietnamese,6,1,6260,770,40,63000,63000
2018,25,810,1,21,Vietnamese,7,3,9920,0,0,0,0
2018,25,810,2,17,Vietnamese,5,1,5600,9470,30,1200,1200
2018,25,0,1,45,Other,10,1,130,7380,40,72000,72000
2018,25,810,1,24,Chinese,10,3,800,3990,0,0,0
2018,25,810,1,26,Chinese,10,3,430,7380,0,0,0
2018,25,0,2,28,Korean,6,3,4110,8680,0,3000,0
2018,25,3770,1,30,Indian,6,3,5240,5391,0,0,0
2018,25,3770,2,27,Indian,10,1,4650,8290,40,36000,36000
2018,25,3770,2,33,Indian,6,1,4350,9090,30,23000,23000
2018,25,3770,1,29,Other,11,1,4050,8680,45,6000,6000
2018,25,0,2,38,Chinese,10,3,9920,0,0,0,0
2018,25,0,1,43,Chinese,8,1,7340,3960,40,40000,40000
2018,25,0,2,14,Chinese,3,0,9920,0,0,9999999,999999
2018,25,0,2,10,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,1,35,Chinese,11,1,1410,3380,40,110000,110000
2018,25,0,1,63,Chinese,7,3,9920,0,0,0,0
2018,25,0,2,62,Chinese,6,3,9920,0,0,0,0
2018,25,0,2,4,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,1,65,Japanese,6,1,5620,3580,40,66300,65000
2018,25,0,2,50,Chinese,6,3,8965,2670,0,0,0
2018,25,0,2,16,Chinese,5,3,9920,0,0,0,0
2018,25,930,2,22,Chinese,7,1,2630,7460,40,24300,7300
2018,25,0,2,66,Chinese,10,3,9920,0,0,41000,0
2018,25,0,1,70,Chinese,10,3,9920,0,0,38000,0
2018,25,0,1,46,Japanese,11,1,3060,8191,40,10000,10000
2018,25,0,2,40,Japanese,10,3,9920,0,0,0,0
2018,25,0,1,12,Japanese,2,0,9920,0,0,9999999,999999
2018,25,0,2,9,Japanese,1,0,9920,0,0,9999999,999999
2018,25,0,1,7,Japanese,1,0,9920,0,0,9999999,999999
2018,25,0,1,45,Chinese,11,1,2900,6670,50,50500,44000
2018,25,0,1,80,Chinese,2,3,9920,0,0,12600,0
2018,25,0,2,77,Chinese,4,3,9920,0,0,5800,0
2018,25,0,2,59,Thai,11,1,2010,9480,40,68000,68000
2018,25,810,2,72,Chinese,8,3,9920,0,0,2400,0
2018,25,930,2,30,Chinese,11,1,1530,7380,40,95000,95000
2018,25,930,2,34,Chinese,10,3,30,7290,0,0,0
2018,25,930,1,31,Chinese,11,1,2200,7870,60,55000,55000
2018,25,930,2,31,Chinese,11,1,1760,7380,40,120000,120000
2018,25,930,2,28,Chinese,11,1,30,7380,40,100000,100000
2018,25,930,1,27,Chinese,11,1,1000,6970,40,80000,80000
2018,25,810,1,57,Chinese,0,1,8965,3960,50,39000,39000
2018,25,810,2,42,Chinese,0,1,3130,7860,40,75000,75000
2018,25,810,2,18,Chinese,5,3,4620,8670,40,1400,1400
2018,25,810,1,17,Chinese,5,3,4720,7860,10,1000,1000
2018,25,0,1,53,Indian,11,1,1430,2790,40,134000,131000
2018,25,0,2,48,Indian,8,3,9920,0,0,0,0
2018,25,0,1,22,Indian,10,3,9920,0,0,0,0
2018,25,0,2,75,Indian,8,3,9920,0,0,0,0
2018,25,810,2,35,Japanese,11,1,5165,2190,40,150000,150000
2018,25,0,2,33,Other,11,1,4700,5070,40,137000,137000
2018,25,0,1,74,Indian,11,2,8740,7490,10,9770,170
2018,25,0,2,68,Indian,10,1,4720,5170,4,17500,8900
2018,25,0,1,61,Chinese,11,3,9920,0,0,46000,0
2018,25,0,2,41,Other,0,1,7750,3390,40,39800,32600
2018,25,0,1,19,Other,6,3,9920,0,0,8300,0
2018,25,0,2,12,Other,2,0,9920,0,0,9999999,999999
2018,25,0,1,46,Other,6,1,8220,2370,40,49900,49900
2018,25,0,2,15,Other,4,0,9920,0,0,0,999999
2018,25,0,1,36,Japanese,10,1,710,7380,40,80000,80000
2018,25,0,1,30,Other,11,1,1530,7290,45,70000,70000
2018,25,0,1,42,Indian,10,1,2630,3390,50,150000,150000
2018,25,0,2,42,Indian,10,1,430,1180,16,50000,50000
2018,25,0,1,13,Indian,2,0,9920,0,0,9999999,999999
2018,25,0,2,8,Indian,1,0,9920,0,0,9999999,999999
2018,25,0,2,75,Chinese,11,3,9920,0,0,17000,0
2018,25,0,2,45,Chinese,10,1,1000,6870,40,35000,35000
2018,25,0,1,45,Chinese,10,1,430,6480,40,130000,130000
2018,25,0,2,17,Chinese,5,1,2860,7580,5,120,120
2018,25,0,2,14,Chinese,3,0,9920,0,0,9999999,999999
2018,25,0,2,10,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,2,16,Chinese,3,3,9920,0,0,0,0
2018,25,0,2,15,Chinese,3,0,9920,0,0,0,999999
2018,25,0,1,65,Chinese,11,1,10,6890,16,345000,40000
2018,25,0,2,61,Chinese,11,3,9920,0,0,690,0
2018,25,0,2,63,Chinese,11,1,4650,9290,30,25300,0
2018,25,0,2,24,Chinese,10,3,7720,3390,12,5500,0
2018,25,0,2,19,Chinese,7,1,1000,6480,40,7000,7000
2018,25,0,2,91,Chinese,5,3,9920,0,0,46700,0
2018,25,0,2,23,Chinese,10,1,1960,7460,20,15000,15000
2018,25,0,2,34,Indian,11,1,120,6870,40,52000,52000
2018,25,0,1,39,Indian,11,1,430,7390,40,180000,180000
2018,25,0,2,2,Indian,0,0,9920,0,0,9999999,999999
2018,25,0,2,44,Chinese,11,1,3530,8191,40,135000,135000
2018,25,0,1,15,Chinese,2,0,9920,0,0,0,999999
2018,25,0,1,12,Chinese,2,0,9920,0,0,9999999,999999
2018,25,0,1,76,Chinese,8,3,9920,0,0,0,0
2018,25,0,2,74,Chinese,0,3,9920,0,0,0,0
2018,25,0,2,35,Chinese,7,1,5860,9590,40,52000,52000
2018,25,0,1,35,Chinese,7,1,4700,4770,40,56000,56000
2018,25,0,1,6,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,2,5,Chinese,0,0,9920,0,0,9999999,999999
2018,25,0,1,34,Chinese,10,1,4700,5190,40,28000,28000
2018,25,0,2,32,Chinese,10,1,420,9170,45,50000,50000
2018,25,0,1,62,Chinese,6,3,9920,0,0,0,0
2018,25,0,2,54,Chinese,8,1,9140,6190,20,10000,0
2018,25,0,1,37,Chinese,11,1,3060,8191,48,25000,25000
2018,25,0,1,5,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,1,54,Chinese,11,3,1000,3370,40,620100,620000
2018,25,0,2,27,Japanese,10,1,2150,9370,50,41000,41000
2018,25,0,1,64,Korean,11,1,5120,9470,40,58590,58000
2018,25,0,2,65,Korean,6,3,7700,9070,0,0,0
2018,25,810,2,29,Chinese,11,1,3060,7870,40,80000,80000
2018,25,810,1,29,Vietnamese,11,1,2200,7870,40,35000,35000
2018,25,930,2,27,Chinese,10,3,5700,7270,40,20000,20000
2018,25,810,1,41,Japanese,11,1,1650,8191,45,52000,52000
2018,25,0,1,64,Chinese,6,3,9920,0,0,0,0
2018,25,0,2,64,Chinese,6,3,9920,0,0,19700,0
2018,25,0,1,70,Indian,6,3,9620,4972,0,16600,0
2018,25,0,2,68,Indian,3,3,4030,8680,0,16100,0
2018,25,0,2,44,Indian,6,1,4520,8980,40,17000,17000
2018,25,0,1,40,Indian,6,1,4720,8680,20,4200,4200
2018,25,0,1,15,Indian,2,0,9920,0,0,0,999999
2018,25,0,2,11,Indian,2,0,9920,0,0,9999999,999999
2018,25,0,1,5,Indian,1,0,9920,0,0,9999999,999999
2018,25,0,1,49,Indian,6,1,9140,6190,40,19500,0
2018,25,0,2,30,Indian,6,1,4520,8980,20,6700,6700
2018,25,0,2,35,Chinese,11,1,3060,8191,50,280000,280000
2018,25,810,1,80,Vietnamese,6,3,9920,0,0,8000,0
2018,25,810,2,73,Vietnamese,5,3,9920,0,0,8000,0
2018,25,0,1,23,Chinese,10,3,9920,0,0,0,0
2018,25,0,2,28,Chinese,10,3,4700,5170,0,0,0
2018,25,0,2,23,Chinese,10,3,9920,0,0,0,0
2018,25,0,1,40,Chinese,10,1,840,8562,60,620000,620000
2018,25,930,1,44,Korean,11,1,3010,7980,50,316000,250000
2018,25,930,2,35,Korean,11,3,2860,7490,0,0,0
2018,25,930,1,5,Korean,1,0,9920,0,0,9999999,999999
2018,25,0,2,34,Indian,10,1,1020,8180,40,110600,110000
2018,25,7570,2,60,Vietnamese,0,1,7750,3291,60,52430,52000
2018,25,7570,2,27,Vietnamese,10,1,2010,8370,35,43800,37800
2018,25,7570,1,65,Vietnamese,5,1,7750,2370,40,25000,22000
2018,25,0,1,11,Korean,1,0,9920,0,0,9999999,999999
2018,25,0,1,39,Other,11,1,3060,7870,50,89000,89000
2018,25,0,2,31,Other,11,3,9920,0,0,0,0
2018,25,0,1,5,Other,1,0,9920,0,0,9999999,999999
2018,25,0,1,2,Other,0,0,9920,0,0,9999999,999999
2018,25,0,2,1,Other,0,0,9920,0,0,9999999,999999
2018,25,0,2,60,Other,10,3,9920,0,0,0,0
2018,25,7570,1,57,Vietnamese,5,1,9620,6390,40,25000,25000
2018,25,7570,2,53,Vietnamese,6,1,9620,6390,40,25000,25000
2018,25,7570,1,17,Vietnamese,4,3,9920,0,0,0,0
2018,25,0,1,55,Indian,11,1,1530,3390,50,224200,224000
2018,25,0,2,48,Indian,10,3,9920,0,0,200,0
2018,25,0,2,17,Indian,5,1,5400,7970,8,-1000,500
2018,25,0,1,13,Indian,2,0,9920,0,0,9999999,999999
2018,25,0,2,9,Indian,1,0,9920,0,0,9999999,999999
2018,25,0,2,27,Vietnamese,6,1,4520,8590,42,30000,30000
2018,25,810,2,56,Filipino,10,1,730,9170,40,78000,78000
2018,25,810,1,64,Filipino,10,3,5240,6695,0,8200,0
2018,25,0,1,44,Korean,11,1,300,7290,40,170000,170000
2018,25,0,2,43,Korean,11,3,9920,0,0,0,0
2018,25,0,1,14,Korean,2,0,9920,0,0,9999999,999999
2018,25,0,2,52,Japanese,11,1,2340,7890,20,1250,0
2018,25,3770,2,50,Vietnamese,6,1,3510,8270,37,37900,37900
2018,25,3770,2,30,Vietnamese,6,1,430,3370,40,38600,38600
2018,25,930,1,47,Indian,11,1,230,7870,40,209500,207000
2018,25,0,1,33,Indian,10,1,1100,7380,40,112000,112000
2018,25,0,2,30,Indian,11,3,1220,9570,0,0,0
2018,25,0,2,2,Indian,0,0,9920,0,0,9999999,999999
2018,25,810,2,25,Korean,10,3,9920,0,0,0,0
2018,25,810,1,32,Other,11,1,1060,7870,45,57290,57000
2018,25,3770,1,42,Other,6,1,1530,3960,40,65000,65000
2018,25,3770,1,16,Other,4,3,9920,0,0,0,0
2018,25,3770,2,3,Other,0,0,9920,0,0,9999999,999999
2018,25,3770,2,28,Other,6,1,4520,8990,40,16000,16000
2018,25,0,1,32,Chinese,6,1,6260,770,50,80000,80000
2018,25,0,2,28,Chinese,10,1,1200,6991,40,130000,130000
2018,25,0,2,7,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,2,5,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,1,1,Chinese,0,0,9920,0,0,9999999,999999
2018,25,0,2,39,Chinese,11,1,3130,8180,40,5000,5000
2018,25,0,1,68,Chinese,11,3,800,6890,0,325000,0
2018,25,0,2,66,Chinese,11,3,2010,8370,0,6600,0
2018,25,0,1,72,Chinese,11,3,9920,0,0,41400,0
2018,25,810,2,27,Chinese,10,3,710,7390,0,15000,0
2018,25,930,1,26,Filipino,11,3,140,6695,40,14000,12000
2018,25,0,1,45,Vietnamese,10,1,1020,7780,40,132300,130000
2018,25,0,1,14,Vietnamese,2,0,9920,0,0,9999999,999999
2018,25,0,2,19,Chinese,7,3,9920,0,0,0,0
2018,25,0,2,20,Chinese,7,1,2340,7870,15,7800,7800
2018,25,0,2,20,Chinese,7,1,4030,8680,10,5200,5200
2018,25,930,1,28,Indian,11,3,1960,8191,60,75000,70000
2018,25,0,1,58,Thai,11,1,20,8680,50,55000,55000
2018,25,0,2,58,Thai,10,3,4720,4971,30,11800,11800
2018,25,0,2,22,Thai,10,3,3410,5070,0,2000,0
2018,25,0,1,59,Other,2,1,8965,3960,50,39000,39000
2018,25,810,1,55,Vietnamese,6,1,4320,8980,20,15400,15400
2018,25,810,2,52,Vietnamese,3,1,5700,8980,20,10600,10600
2018,25,810,2,20,Vietnamese,6,1,4030,8680,27,7000,7000
2018,25,810,2,55,Vietnamese,6,3,9920,0,0,700,0
2018,25,0,2,64,Thai,0,1,5610,4270,50,75000,75000
2018,25,0,2,56,Filipino,6,1,4010,8680,40,30000,10000
2018,25,0,1,32,Filipino,6,1,6260,770,25,44000,35000
2018,25,0,2,27,Filipino,6,3,9920,0,0,0,0
2018,25,810,1,76,Chinese,2,3,9920,0,0,7500,0
2018,25,810,2,69,Chinese,2,3,9920,0,0,8600,0
2018,25,0,2,44,Korean,10,1,860,6992,50,100000,100000
2018,25,0,2,69,Korean,6,3,9920,0,0,12000,0
2018,25,0,1,81,Indian,10,3,9920,0,0,42500,0
2018,25,0,2,74,Indian,10,3,9920,0,0,16800,0
2018,25,0,2,25,Other,11,1,2340,5070,37,54000,54000
2018,25,930,2,24,Thai,7,1,4600,9290,45,10400,10400
2018,25,0,1,46,Indian,11,1,2340,8191,40,190800,186000
2018,25,0,2,41,Indian,11,3,1650,7460,0,0,0
2018,25,0,1,35,Korean,10,1,1400,7370,40,131000,131000
2018,25,0,2,45,Indian,7,3,9920,0,0,0,0
2018,25,0,1,53,Indian,6,1,9140,6190,40,22900,22900
2018,25,0,1,21,Indian,7,3,9920,0,0,0,0
2018,25,0,1,16,Indian,4,3,9920,0,0,0,0
2018,25,0,2,69,Indian,2,3,9920,0,0,0,0
2018,25,930,2,55,Indian,11,3,9920,0,0,0,0
2018,25,930,1,56,Indian,11,1,10,7380,50,250000,250000
2018,25,930,2,21,Indian,7,3,4760,4890,30,500,500
2018,25,810,2,21,Chinese,6,3,9920,0,0,1000,0
2018,25,0,1,33,Indian,6,1,310,8680,40,28000,28000
2018,25,0,2,28,Indian,7,3,9920,0,0,0,0
2018,25,0,2,6,Indian,0,0,9920,0,0,9999999,999999
2018,25,0,2,1,Indian,0,0,9920,0,0,9999999,999999
2018,25,0,2,35,Indian,10,1,3130,8191,40,100000,100000
2018,25,0,1,31,Indian,11,1,5820,7980,35,16600,16600
2018,25,0,2,29,Indian,10,1,4110,8680,48,54000,54000
2018,25,0,1,46,Chinese,11,1,1020,3390,40,120000,120000
2018,25,0,2,46,Chinese,11,1,1400,7380,40,140000,140000
2018,25,0,1,17,Chinese,5,3,9920,0,0,0,0
2018,25,0,1,13,Chinese,2,0,9920,0,0,9999999,999999
2018,25,0,2,80,Chinese,0,3,9920,0,0,0,0
2018,25,0,2,49,Chinese,11,1,2200,7870,60,130300,130000
2018,25,0,1,52,Chinese,11,1,2200,7870,40,90000,90000
2018,25,0,2,17,Chinese,6,3,4720,8680,5,500,500
2018,25,0,2,12,Chinese,2,0,9920,0,0,9999999,999999
2018,25,0,1,15,Korean,3,0,9920,0,0,0,999999
2018,25,0,2,12,Chinese,2,0,9920,0,0,9999999,999999
2018,25,6670,1,76,Vietnamese,0,3,9920,0,0,22800,0
2018,25,6670,1,28,Vietnamese,8,1,5820,6991,50,40000,40000
2018,25,0,1,49,Indian,10,1,1530,3390,50,95000,95000
2018,25,0,2,44,Indian,6,3,9920,0,0,0,0
2018,25,0,2,16,Indian,4,3,5820,7270,32,2000,2000
2018,25,0,2,58,Chinese,11,1,4720,8680,34,25000,25000
2018,25,0,2,40,Chinese,11,1,3060,8191,60,70000,70000
2018,25,0,2,8,Chinese,1,0,9920,0,0,9999999,999999
2018,25,0,2,2,Chinese,0,0,9920,0,0,9999999,999999
2018,25,930,1,27,Chinese,11,1,1760,7870,98,44000,44000
2018,25,930,2,27,Chinese,11,3,9920,0,0,0,0
2018,25,810,2,24,Chinese,10,1,710,7390,50,85000,85000
2018,25,930,2,57,Vietnamese,7,1,2000,8370,55,600,0
2018,25,930,1,36,Indian,11,1,2200,7870,35,80000,80000
2018,25,930,1,2,Indian,0,0,9920,0,0,9999999,999999
2018,25,810,2,23,Korean,10,3,3050,8191,8,1000,1000
2018,25,810,2,23,Chinese,10,3,9920,0,0,0,0
2018,25,810,2,50,Chinese,6,1,5700,8090,40,25000,25000
