YEAR,STATEFIP,CITY,SEX,AGE,RACED,EDUC,EMPSTAT,OCC2010,IND,UHRSWORK,INCTOT,INCWAGE
2015,25,0,2,50,Chinese,6,1,5810,7590,40,31800,30000
2015,25,0,1,26,Other,10,3,9920,0,0,0,0
2015,25,0,2,17,Other,5,3,9920,0,0,0,0
2015,25,0,2,41,Chinese,11,1,350,8180,40,112000,112000
2015,25,0,1,42,Chinese,11,1,430,6970,52,551000,551000
2015,25,0,1,10,Chinese,2,0,9920,0,0,9999999,999999
2015,25,0,2,7,Chinese,1,0,9920,0,0,9999999,999999
2015,25,0,2,43,Indian,10,1,5110,7590,40,26400,24000
2015,25,0,1,18,Indian,5,1,4600,8590,6,350,350
2015,25,810,2,31,Korean,11,1,2200,7870,30,20000,20000
2015,25,0,1,42,Chinese,7,1,4000,8680,25,7000,7000
2015,25,0,2,40,Chinese,7,1,4110,8680,12,5500,5500
2015,25,0,1,6,Chinese,0,0,9920,0,0,9999999,999999
2015,25,0,1,78,Chinese,10,3,9920,0,0,0,0
2015,25,0,2,77,Chinese,10,3,4220,8680,25,4000,4000
2015,25,810,1,63,Chinese,6,3,9920,0,0,1400,0
2015,25,810,2,59,Chinese,2,1,4610,8370,24,12000,12000
2015,25,0,1,46,Chinese,11,1,1010,6990,40,100500,100000
2015,25,0,2,46,Chinese,8,1,800,7070,40,50000,50000
2015,25,0,2,17,Chinese,4,3,9920,0,0,0,0
2015,25,0,1,40,Chinese,0,1,4610,8170,30,8000,8000
2015,25,0,2,49,Filipino,11,1,5240,7380,40,76000,76000
2015,25,930,1,24,Indian,7,1,1000,7870,50,2600,2600
2015,25,0,1,58,Indian,11,1,430,7380,55,551000,551000
2015,25,0,2,56,Indian,10,3,9920,0,0,0,0
2015,25,0,2,19,Vietnamese,7,3,2340,7890,40,4000,4000
2015,25,0,1,59,Vietnamese,10,1,1010,2190,40,165000,160000
2015,25,0,2,59,Vietnamese,6,3,9920,0,0,7700,0
2015,25,0,2,37,Vietnamese,10,1,110,7380,50,165400,130000
2015,25,0,2,34,Vietnamese,11,1,1000,7380,40,53000,53000
2015,25,0,1,3,Vietnamese,1,0,9920,0,0,9999999,999999
2015,25,0,1,41,Indian,11,1,230,7870,60,138000,105000
2015,25,0,2,32,Indian,10,1,3640,7980,20,3000,3000
2015,25,0,1,1,Indian,0,0,9920,0,0,9999999,999999
2015,25,0,2,47,Chinese,11,1,1760,7460,40,190000,190000
2015,25,0,1,46,Chinese,11,1,1650,7460,45,130000,130000
2015,25,0,1,12,Chinese,2,0,9920,0,0,9999999,999999
2015,25,0,2,9,Chinese,1,0,9920,0,0,9999999,999999
2015,25,810,2,21,Other,6,3,4030,8680,20,6800,6800
2015,25,810,1,49,Chinese,2,1,4000,8680,40,20000,20000
2015,25,810,1,17,Chinese,4,3,5400,8370,20,1000,1000
2015,25,0,1,33,Indian,11,1,1530,3390,40,80000,80000
2015,25,0,2,31,Indian,11,1,1000,8090,40,80000,80000
2015,25,0,1,0,Indian,0,0,9920,0,0,9999999,999999
2015,25,0,1,51,Chinese,11,1,430,9590,45,80000,80000
2015,25,0,2,50,Chinese,11,3,9920,0,0,0,0
2015,25,0,1,22,Chinese,6,3,9920,0,0,0,0
2015,25,0,1,12,Chinese,2,0,9920,0,0,9999999,999999
2015,25,0,1,86,Chinese,6,3,9920,0,0,11000,0
2015,25,0,2,65,Chinese,6,1,5240,6870,40,70000,50000
2015,25,0,2,18,Chinese,7,1,4600,8470,10,2500,2500
2015,25,810,1,26,Chinese,11,2,3130,8180,0,0,0
2015,25,0,1,22,Other,6,2,4720,4890,30,1200,1200
2015,25,930,2,48,Chinese,11,1,3060,8190,60,220000,220000
2015,25,930,1,1,Chinese,0,0,9920,0,0,9999999,999999
2015,25,0,2,39,Korean,7,3,9920,0,0,0,0
2015,25,0,1,21,Indian,6,3,4400,8590,0,0,0
2015,25,6670,1,40,Chinese,8,1,4000,8680,60,17100,17100
2015,25,6670,2,32,Chinese,6,3,9920,0,0,0,0
2015,25,6670,2,4,Chinese,0,0,9920,0,0,9999999,999999
2015,25,6670,2,3,Chinese,0,0,9920,0,0,9999999,999999
2015,25,6670,1,2,Chinese,0,0,9920,0,0,9999999,999999
2015,25,0,2,41,Chinese,11,1,120,6890,55,552000,551000
2015,25,810,2,40,Chinese,10,1,530,3960,50,90000,90000
2015,25,810,1,20,Chinese,6,3,9920,0,0,0,0
2015,25,0,2,44,Vietnamese,0,1,7750,3960,40,27000,27000
2015,25,0,1,46,Vietnamese,0,3,9920,0,0,0,0
2015,25,0,1,21,Vietnamese,7,3,9920,0,0,0,0
2015,25,0,2,17,Vietnamese,5,3,9920,0,0,0,0
2015,25,0,2,15,Vietnamese,3,0,9920,0,0,0,999999
2015,25,0,2,37,Korean,11,1,2550,7390,22,32000,32000
2015,25,7570,1,29,Indian,11,1,710,7380,40,68000,68000
2015,25,7570,2,27,Indian,10,1,350,8190,40,39000,39000
2015,25,0,1,51,Indian,11,1,30,7390,50,103100,108000
2015,25,0,2,71,Indian,3,3,9920,0,0,0,0
2015,25,6670,2,74,Vietnamese,1,3,9920,0,0,10000,0
2015,25,0,2,37,Filipino,11,1,3160,8090,40,155000,150000
2015,25,0,2,19,Chinese,6,1,4720,5275,8,5500,5500
2015,25,0,1,25,Chinese,10,1,1960,7460,40,62000,62000
2015,25,0,1,61,Chinese,2,1,4720,4970,40,300000,300000
2015,25,0,2,57,Chinese,2,1,4430,8660,40,16500,16500
2015,25,0,1,34,Indian,11,1,1020,7380,40,77000,77000
2015,25,0,2,29,Indian,11,3,9920,0,0,0,0
2015,25,0,2,2,Indian,0,0,9920,0,0,9999999,999999
2015,25,0,2,20,Chinese,7,2,9920,9920,0,0,0
2015,25,810,1,26,Chinese,11,1,1760,7870,45,45000,45000
2015,25,810,1,20,Chinese,6,3,5165,6970,40,2100,2100
2015,25,0,2,31,Filipino,8,3,9920,0,0,0,0
2015,25,0,1,38,Korean,7,3,4000,8680,40,34400,31200
2015,25,0,2,38,Korean,7,3,9920,0,0,0,0
2015,25,0,2,10,Korean,2,0,9920,0,0,9999999,999999
2015,25,0,1,7,Korean,1,0,9920,0,0,9999999,999999
2015,25,0,2,47,Chinese,10,1,520,4770,20,6000,6000
2015,25,930,2,32,Indian,11,1,2200,7870,60,30000,30000
2015,25,930,2,25,Indian,11,1,5350,7380,40,9000,4000
2015,25,810,1,46,Vietnamese,10,1,4760,5370,2,120,120
2015,25,0,2,53,Chinese,10,1,2200,7870,40,38000,38000
2015,25,0,1,55,Chinese,10,1,1960,2190,40,110000,110000
2015,25,0,2,23,Chinese,10,1,1960,2190,40,45000,45000
2015,25,0,2,27,Filipino,7,1,3500,8170,36,53000,53000
2015,25,930,1,19,Korean,6,3,4220,7870,32,350,350
2015,25,930,2,22,Indian,11,3,1760,7870,0,16600,0
2015,25,0,2,51,Chinese,11,1,1530,7380,40,130600,130000
2015,25,0,1,22,Chinese,10,1,2340,7890,2,5000,4000
2015,25,0,1,14,Chinese,3,0,9920,0,0,9999999,999999
2015,25,810,2,18,Chinese,6,1,2340,7890,20,1100,1100
2015,25,0,2,25,Chinese,10,1,1430,7390,40,18000,18000
2015,25,810,1,19,Vietnamese,7,3,9920,0,0,0,0
2015,25,810,1,21,Vietnamese,7,1,4030,8680,40,23000,23000
2015,25,810,2,39,Vietnamese,6,1,7750,3990,40,27000,27000
2015,25,0,2,18,Chinese,6,3,4110,8680,30,8080,8000
2015,25,0,2,39,Chinese,6,1,2540,7860,25,10000,10000
2015,25,0,1,46,Chinese,6,1,4720,8680,40,10000,10000
2015,25,0,1,8,Chinese,1,0,9920,0,0,9999999,999999
2015,25,0,2,51,Filipino,10,3,9920,0,0,0,0
2015,25,0,2,19,Indian,7,3,5860,7860,20,3000,3000
2015,25,810,2,27,Chinese,10,3,1000,6890,60,2000,2000
2015,25,0,2,35,Other,7,1,350,8090,45,38000,35000
2015,25,0,1,14,Other,2,0,9920,0,0,9999999,999999
2015,25,0,2,8,Other,1,0,9920,0,0,9999999,999999
2015,25,0,2,5,Other,1,0,9920,0,0,9999999,999999
2015,25,0,2,43,Japanese,11,1,2850,7390,45,133000,133000
2015,25,0,2,54,Japanese,11,2,2100,7270,0,50,0
2015,25,3770,1,30,Chinese,6,3,4000,8680,51,24700,29400
2015,25,3770,2,26,Chinese,0,3,4110,8680,30,11600,6000
2015,25,3770,2,2,Chinese,0,0,9920,0,0,9999999,999999
2015,25,3770,1,32,Chinese,0,1,4000,8680,50,34500,18000
2015,25,3770,1,61,Chinese,0,3,9920,0,0,0,0
2015,25,3770,2,56,Chinese,0,3,9920,0,0,0,0
2015,25,0,1,44,Chinese,11,1,1020,7380,40,91000,91000
2015,25,0,2,37,Chinese,11,1,2200,7870,40,60000,60000
2015,25,0,1,7,Chinese,1,0,9920,0,0,9999999,999999
2015,25,0,1,7,Chinese,1,0,9920,0,0,9999999,999999
2015,25,3770,2,33,Other,6,1,3410,5070,40,30000,30000
2015,25,3770,1,33,Other,11,1,430,7580,40,90000,90000
2015,25,3770,2,9,Other,1,0,9920,0,0,9999999,999999
2015,25,3770,1,2,Other,0,0,9920,0,0,9999999,999999
2015,25,0,1,40,Indian,10,1,3000,7990,40,61000,61000
2015,25,0,1,40,Indian,11,1,110,6890,45,206000,170000
2015,25,0,2,38,Indian,11,1,1000,6890,40,100000,100000
2015,25,0,1,7,Indian,1,0,9920,0,0,9999999,999999
2015,25,0,2,2,Indian,0,0,9920,0,0,9999999,999999
2015,25,3770,2,32,Other,7,1,5940,5390,40,39000,39000
2015,25,3770,1,36,Other,10,1,2010,8380,37,32000,32000
2015,25,3770,1,5,Other,0,0,9920,0,0,9999999,999999
2015,25,810,1,21,Other,6,1,2000,7870,8,1800,1800
2015,25,810,1,22,Korean,7,2,3620,8090,40,9000,9000
2015,25,3770,2,55,Other,6,1,7720,3390,40,4000,4000
2015,25,3770,2,23,Other,6,1,8740,3390,30,6000,6000
2015,25,3770,1,2,Other,0,0,9920,0,0,9999999,999999
2015,25,810,1,18,Indian,7,2,9920,9920,0,0,0
2015,25,0,1,43,Chinese,10,1,2200,7870,20,2600,2600
2015,25,3770,2,18,Chinese,6,1,3950,8590,12,1000,1000
2015,25,0,2,32,Vietnamese,11,3,1020,3580,0,0,0
2015,25,0,2,28,Other,8,1,910,6870,40,51050,51000
2015,25,0,1,34,Chinese,10,1,840,7460,46,91000,90000
2015,25,0,2,33,Chinese,10,1,120,8270,40,40300,40000
2015,25,0,2,29,Korean,11,1,1650,8190,50,74000,74000
2015,25,810,2,19,Chinese,7,1,4110,8680,8,1500,1500
2015,25,0,1,73,Chinese,6,3,9920,0,0,2400,0
2015,25,0,2,72,Chinese,6,3,9920,0,0,2400,0
2015,25,810,1,24,Korean,10,1,2750,9160,4,10000,5200
2015,25,7570,1,30,Japanese,11,1,1530,3390,40,110000,110000
2015,25,0,1,55,Chinese,7,1,2910,6470,40,72000,72000
2015,25,0,2,12,Chinese,2,0,9920,0,0,9999999,999999
2015,25,0,2,10,Chinese,1,0,9920,0,0,9999999,999999
2015,25,810,1,73,Chinese,4,3,9920,0,0,5000,0
2015,25,810,2,65,Chinese,4,3,8800,1090,0,0,0
2015,25,0,1,41,Indian,11,1,1720,2190,60,125000,125000
2015,25,0,2,40,Indian,10,1,3130,8170,36,145000,145000
2015,25,0,1,43,Indian,8,2,5550,6370,40,2200,2200
2015,25,0,1,12,Indian,2,0,9920,0,0,9999999,999999
2015,25,0,2,35,Indian,10,1,350,7970,40,324000,70000
2015,25,0,1,38,Indian,11,1,3060,7970,40,252500,250000
2015,25,0,2,7,Indian,1,0,9920,0,0,9999999,999999
2015,25,0,1,5,Indian,1,0,9920,0,0,9999999,999999
2015,25,0,2,58,Indian,4,3,9920,0,0,0,0
2015,25,0,1,27,Chinese,11,3,9920,0,0,0,0
2015,25,0,2,24,Chinese,10,3,9920,0,0,0,0
2015,25,0,2,24,Chinese,10,3,9920,0,0,0,0
2015,25,930,2,40,Japanese,10,1,5700,7490,2,1200,1200
2015,25,0,2,34,Chinese,11,1,430,6490,50,134000,130000
2015,25,810,1,36,Indian,6,1,9140,6190,60,42000,42000
2015,25,0,2,41,Other,11,1,430,2190,40,130000,130000
2015,25,810,1,36,Thai,11,1,2100,7270,65,185000,185000
2015,25,810,2,37,Chinese,11,3,30,3490,40,20000,20000
2015,25,0,1,34,Filipino,11,3,2340,7890,12,12000,12000
2015,25,0,2,47,Chinese,11,1,1010,6680,40,109000,104000
2015,25,0,2,14,Other,2,0,9920,0,0,9999999,999999
2015,25,0,1,57,Japanese,10,1,3160,8090,40,90000,90000
2015,25,810,1,72,Chinese,6,3,9920,0,0,7200,0
2015,25,810,1,10,Chinese,1,0,9920,0,0,9999999,999999
2015,25,810,1,43,Chinese,2,1,4130,8680,40,15000,15000
2015,25,810,2,61,Chinese,2,3,4140,8680,0,0,0
2015,25,810,1,11,Chinese,2,0,9920,0,0,9999999,999999
2015,25,810,1,6,Chinese,1,0,9920,0,0,9999999,999999
2015,25,0,1,21,Chinese,6,3,4030,4970,18,1200,1200
2015,25,0,2,59,Chinese,10,3,9920,0,0,7100,0
2015,25,930,2,33,Indian,10,1,3510,7380,40,60000,60000
2015,25,930,2,25,Indian,11,1,430,8190,40,56000,56000
2015,25,0,2,36,Korean,11,3,3630,8990,0,0,0
2015,25,0,1,39,Korean,10,1,10,7390,50,135000,135000
2015,25,0,2,5,Korean,1,0,9920,0,0,9999999,999999
2015,25,0,2,2,Korean,0,0,9920,0,0,9999999,999999
2015,25,0,1,70,Korean,6,1,4000,8680,32,32000,20000
2015,25,0,2,75,Chinese,3,3,9920,0,0,13800,0
2015,25,0,1,75,Chinese,6,3,9920,0,0,14500,0
2015,25,0,2,44,Chinese,8,1,4720,5275,25,10000,10000
2015,25,810,2,56,Vietnamese,3,3,9920,0,0,0,0
2015,25,810,1,58,Vietnamese,3,1,8220,2370,40,14400,14400
2015,25,0,1,85,Chinese,11,3,9920,0,0,5820,0
2015,25,0,2,83,Chinese,8,3,9920,0,0,9920,0
2015,25,7570,1,18,Chinese,6,3,9920,0,0,0,0
2015,25,0,2,43,Korean,11,1,230,7870,40,103000,103000
2015,25,810,2,27,Chinese,11,3,9920,0,0,0,0
2015,25,0,1,31,Indian,11,1,710,7380,40,105000,105000
2015,25,0,2,28,Indian,10,1,1020,5480,40,110000,110000
2015,25,0,1,44,Indian,7,1,5600,3960,50,20700,20700
2015,25,0,2,28,Indian,10,1,1760,7460,45,80000,80000
2015,25,0,2,45,Chinese,6,1,120,6880,37,74000,72000
2015,25,0,1,56,Indian,11,1,710,7390,40,28000,0
2015,25,0,2,54,Indian,11,1,30,7380,40,140000,140000
2015,25,0,2,81,Indian,11,3,9920,0,0,0,0
2015,25,6670,2,34,Chinese,10,1,840,6970,50,61200,54000
2015,25,0,2,33,Indian,11,1,1000,7380,40,95100,95000
2015,25,0,1,35,Indian,11,1,1460,7290,40,83100,83000
2015,25,0,1,3,Indian,1,0,9920,0,0,9999999,999999
2015,25,0,1,51,Chinese,11,1,1530,3490,40,91000,91000
2015,25,0,2,51,Chinese,11,1,800,7290,36,45000,45000
2015,25,0,1,19,Chinese,6,3,9920,0,0,0,0
2015,25,0,2,29,Chinese,11,2,5000,7390,0,0,0
2015,25,0,1,28,Chinese,11,1,5000,7390,40,20000,20000
2015,25,0,1,1,Chinese,0,0,9920,0,0,9999999,999999
2015,25,0,2,58,Chinese,6,3,800,6290,0,0,0
2015,25,0,1,27,Chinese,11,2,4220,7870,0,0,0
2015,25,0,2,55,Chinese,8,1,5700,9570,37,58000,58000
2015,25,930,1,21,Indian,7,1,4640,7870,20,15000,15000
2015,25,0,2,42,Korean,8,3,9920,0,0,0,0
2015,25,0,2,37,Indian,11,1,1020,7380,40,86000,86000
2015,25,0,1,45,Indian,10,1,430,7980,40,75000,75000
2015,25,0,2,44,Chinese,7,3,9920,0,0,0,0
2015,25,930,1,20,Chinese,6,3,9920,0,0,0,0
2015,25,0,1,67,Indian,11,3,9920,0,0,23700,0
2015,25,0,2,65,Indian,10,1,5400,8190,30,19420,19100
2015,25,0,2,42,Chinese,10,1,4810,6990,45,130000,130000
2015,25,0,1,45,Other,10,1,7010,4795,44,28000,28000
2015,25,0,1,15,Chinese,3,0,9920,0,0,0,999999
2015,25,0,1,13,Chinese,2,0,9920,0,0,9999999,999999
2015,25,0,1,53,Other,10,1,3600,8190,40,40200,40000
2015,25,0,1,20,Chinese,7,3,2750,7870,60,2200,2200
2015,25,0,2,36,Indian,11,1,110,4890,40,25000,25000
2015,25,0,1,36,Indian,7,1,1000,7380,60,60000,60000
2015,25,0,1,5,Indian,1,0,9920,0,0,9999999,999999
2015,25,0,1,5,Indian,1,0,9920,0,0,9999999,999999
2015,25,0,1,54,Chinese,6,1,140,1270,55,105000,105000
2015,25,0,2,52,Vietnamese,6,1,4510,8980,50,5000,0
2015,25,0,1,29,Other,7,1,5620,1270,40,55000,55000
2015,25,0,1,23,Chinese,10,1,6260,770,40,43120,43000
2015,25,0,2,27,Chinese,8,1,3130,8190,40,130000,40000
2015,25,3770,2,33,Other,3,1,8650,3960,40,31700,31700
2015,25,3770,1,9,Other,1,0,9920,0,0,9999999,999999
2015,25,3770,1,5,Other,1,0,9920,0,0,9999999,999999
2015,25,0,2,44,Chinese,7,3,9920,0,0,0,0
2015,25,0,1,40,Indian,11,1,2825,6480,35,114010,114000
2015,25,0,2,35,Indian,10,3,9920,0,0,0,0
2015,25,0,2,11,Indian,2,0,9920,0,0,9999999,999999
2015,25,0,2,5,Indian,1,0,9920,0,0,9999999,999999
2015,25,6670,2,49,Japanese,6,1,5120,5590,40,52770,0
2015,25,0,1,54,Chinese,10,1,1100,3365,50,118000,118000
2015,25,0,2,45,Chinese,10,3,9920,0,0,0,0
2015,25,0,1,10,Chinese,1,0,9920,0,0,9999999,999999
2015,25,0,1,8,Chinese,1,0,9920,0,0,9999999,999999
2015,25,0,2,20,Chinese,7,1,2910,7870,4,400,400
2015,25,810,2,34,Filipino,8,1,3130,8190,24,40000,40000
2015,25,0,1,19,Korean,6,1,720,7870,4,500,500
2015,25,0,1,66,Chinese,11,1,1020,7460,40,102000,94000
2015,25,0,2,51,Chinese,11,1,2040,9160,40,68000,68000
2015,25,0,1,23,Chinese,10,1,1020,4770,40,42000,42000
2015,25,0,1,15,Chinese,3,0,9920,0,0,1300,999999
2015,25,810,2,65,Chinese,10,3,4700,4970,0,26100,0
2015,25,0,2,45,Chinese,6,1,3630,8990,40,14410,14400
2015,25,0,2,17,Chinese,5,3,4620,8670,40,1200,1200
2015,25,0,2,44,Chinese,11,1,2100,7270,45,87000,87000
2015,25,0,1,28,Indian,11,1,1020,7380,25,52000,52000
2015,25,0,1,26,Indian,11,1,1020,7380,40,40000,40000
2015,25,810,1,23,Indian,11,1,2200,7870,12,19700,4700
2015,25,810,2,25,Indian,11,1,230,7870,15,7500,500
2015,25,0,1,45,Chinese,11,1,900,6870,45,125000,125000
2015,25,0,2,43,Chinese,10,1,3300,7870,40,50000,50000
2015,25,0,1,11,Chinese,2,0,9920,0,0,9999999,999999
2015,25,0,2,8,Chinese,1,0,9920,0,0,9999999,999999
2015,25,810,2,23,Chinese,7,3,9920,0,0,0,0
2015,25,0,1,39,Korean,11,3,4140,7870,0,20,0
2015,25,0,2,36,Korean,11,3,9920,0,0,0,0
2015,25,0,1,6,Korean,1,0,9920,0,0,9999999,999999
2015,25,0,1,4,Korean,1,0,9920,0,0,9999999,999999
2015,25,0,2,2,Korean,0,0,9920,0,0,9999999,999999
2015,25,810,2,19,Chinese,7,1,4110,8680,10,1000,1000
2015,25,0,1,41,Indian,10,1,100,2190,40,125000,125000
2015,25,0,2,43,Indian,10,1,3130,8190,40,70000,70000
2015,25,0,1,11,Indian,1,0,9920,0,0,9999999,999999
2015,25,0,2,8,Indian,1,0,9920,0,0,9999999,999999
2015,25,810,2,81,Chinese,8,3,9920,0,0,7800,0
2015,25,810,1,81,Chinese,10,3,9920,0,0,7800,0
2015,25,0,2,27,Korean,11,1,5700,7270,40,17000,17000
2015,25,0,1,59,Chinese,6,1,1540,7580,40,53000,53000
2015,25,0,2,56,Chinese,6,1,5120,7860,50,55000,55000
2015,25,0,2,34,Filipino,11,1,1020,9570,40,85000,85000
2015,25,0,1,0,Filipino,0,0,9920,0,0,9999999,999999
2015,25,0,1,34,Filipino,11,1,1020,7380,50,85000,85000
2015,25,0,2,19,Chinese,7,2,4850,1680,0,0,0
2015,25,0,1,49,Korean,11,1,4720,9070,60,9500,0
2015,25,0,2,45,Korean,11,1,430,2190,40,83000,83000
2015,25,0,2,19,Korean,6,3,9920,0,0,0,0
2015,25,0,2,16,Korean,3,3,9920,0,0,0,0
2015,25,0,2,16,Korean,3,3,9920,0,0,0,0
2015,25,930,1,31,Indian,11,1,2200,7870,60,64500,54000
2015,25,810,2,19,Indian,7,1,10,9370,40,6300,6300
2015,25,0,2,46,Indian,11,1,230,7870,38,106000,82000
2015,25,0,1,59,Chinese,6,1,5860,9370,38,47100,52000
2015,25,0,2,55,Chinese,6,1,5260,8190,40,33100,38000
2015,25,0,2,22,Chinese,10,1,3130,8190,40,76000,76000
2015,25,0,1,78,Chinese,0,1,110,7380,50,190000,190000
2015,25,0,2,67,Chinese,0,3,9920,0,0,17000,0
2015,25,0,1,40,Chinese,10,1,1020,7380,40,61000,61000
2015,25,0,2,31,Chinese,7,1,620,7580,40,60000,60000
2015,25,0,2,28,Chinese,10,1,800,6180,40,70000,70000
2015,25,0,1,30,Chinese,8,1,4000,8680,40,28000,28000
2015,25,0,1,63,Chinese,3,1,4000,8680,35,5900,4000
2015,25,0,2,60,Chinese,3,1,4140,8680,25,11700,11700
2015,25,3770,1,37,Other,7,3,9920,0,0,0,0
2015,25,0,1,37,Vietnamese,7,1,5000,9570,40,130000,115000
2015,25,0,2,38,Japanese,10,3,9920,0,0,0,0
2015,25,810,2,36,Chinese,10,1,730,7390,40,50000,50000
2015,25,3770,2,43,Chinese,10,3,9920,0,0,0,0
2015,25,0,2,36,Chinese,10,1,1000,7460,40,83000,83000
2015,25,3770,1,51,Other,6,1,5610,3980,40,55000,55000
2015,25,3770,2,51,Other,0,3,9920,0,0,0,0
2015,25,3770,1,9,Other,1,0,9920,0,0,9999999,999999
2015,25,3770,2,55,Vietnamese,7,3,9920,0,0,0,0
2015,25,3770,1,56,Vietnamese,7,1,5240,3390,55,70700,66000
2015,25,3770,2,26,Vietnamese,6,1,5600,8370,40,35000,35000
2015,25,0,1,61,Indian,4,1,4000,8680,25,18000,18000
2015,25,0,2,58,Indian,4,1,4140,7860,40,28800,28800
2015,25,0,2,17,Indian,5,1,4760,5180,16,5500,5500
2015,25,810,1,61,Chinese,6,1,4000,8680,20,9000,9000
2015,25,0,1,53,Other,6,1,8030,2170,45,35000,35000
2015,25,0,2,50,Other,2,3,9920,0,0,0,0
2015,25,0,1,21,Other,7,1,4760,5180,20,8300,8300
2015,25,0,1,19,Other,6,1,4110,8290,15,5000,5000
2015,25,0,2,65,Vietnamese,6,3,4520,8990,0,9000,0
2015,25,0,2,32,Chinese,11,1,3150,8190,40,77000,77000
2015,25,0,1,33,Chinese,10,1,1960,7460,40,80000,75000
2015,25,0,1,19,Other,5,3,9920,0,0,0,0
2015,25,0,1,73,Indian,10,3,350,8190,0,25000,0
2015,25,0,2,74,Indian,11,3,9920,0,0,40800,0
2015,25,0,1,39,Japanese,11,1,1650,8190,40,6500,6500
2015,25,0,2,38,Japanese,11,3,430,2190,0,0,0
2015,25,0,2,7,Japanese,1,0,9920,0,0,9999999,999999
2015,25,0,1,4,Japanese,1,0,9920,0,0,9999999,999999
2015,25,0,1,58,Vietnamese,6,1,7950,2890,45,18000,18000
2015,25,0,2,58,Vietnamese,2,1,7950,2890,45,17000,17000
2015,25,0,2,19,Vietnamese,7,3,9920,0,0,0,0
2015,25,0,2,30,Vietnamese,10,1,800,7870,40,20000,20000
2015,25,0,1,19,Indian,6,3,710,7080,40,3500,3500
2015,25,0,2,67,Japanese,11,3,9920,0,0,4400,0
2015,25,0,2,42,Chinese,7,3,9920,0,0,0,0
2015,25,0,1,74,Korean,10,1,430,9070,50,31500,0
2015,25,0,2,73,Korean,6,1,430,9070,50,324000,0
2015,25,0,1,41,Indian,11,1,2200,7870,70,210020,210000
2015,25,0,2,34,Indian,10,1,1020,7380,40,90030,90000
2015,25,0,1,9,Indian,1,0,9920,0,0,9999999,999999
2015,25,0,2,29,Indian,11,1,1020,3390,40,88000,88000
2015,25,0,2,27,Chinese,11,1,3050,5070,42,60000,60000
2015,25,0,1,27,Vietnamese,10,1,5120,6870,40,35000,35000
2015,25,0,2,19,Vietnamese,7,3,2340,7890,40,4000,4000
2015,25,810,2,18,Indian,7,1,4720,8680,20,2000,2000
2015,25,0,1,29,Indian,11,1,1100,7380,50,130060,130000
2015,25,0,1,64,Japanese,11,1,2200,7870,40,101000,100000
2015,25,0,2,64,Japanese,8,3,9920,0,0,0,0
2015,25,0,2,35,Japanese,11,1,230,7870,40,51100,51000
2015,25,0,2,30,Japanese,6,1,5610,5570,24,12000,12000
2015,25,0,2,63,Chinese,6,3,9920,0,0,23700,0
2015,25,0,1,61,Chinese,7,2,6230,770,0,0,0
2015,25,0,2,17,Chinese,5,1,4720,5380,10,3700,3700
2015,25,3770,1,20,Chinese,0,1,4000,8680,25,2000,2000
2015,25,810,2,42,Korean,11,1,2200,7870,55,73070,73000
2015,25,0,1,60,Chinese,11,1,1010,2190,40,165000,160000
2015,25,0,2,34,Chinese,10,3,9920,0,0,0,0
2015,25,0,1,5,Chinese,1,0,9920,0,0,9999999,999999
2015,25,0,1,5,Chinese,1,0,9920,0,0,9999999,999999
2015,25,0,2,0,Chinese,0,0,9920,0,0,9999999,999999
2015,25,0,1,47,Vietnamese,10,1,1530,7460,40,100000,100000
2015,25,0,2,44,Vietnamese,8,3,9920,0,0,12000,0
2015,25,0,1,16,Vietnamese,4,3,9920,0,0,0,0
2015,25,0,1,15,Vietnamese,2,0,9920,0,0,0,999999
2015,25,0,1,11,Vietnamese,2,0,9920,0,0,9999999,999999
2015,25,0,2,51,Chinese,10,1,1650,7460,30,100000,90000
2015,25,0,1,58,Chinese,5,1,430,6690,40,30030,0
2015,25,0,1,21,Chinese,6,3,2200,7870,3,1500,1500
2015,25,930,1,23,Chinese,10,3,9920,0,0,0,0
2015,25,0,1,39,Vietnamese,10,1,7700,3365,40,72000,72000
2015,25,0,2,33,Vietnamese,8,1,3310,7980,15,45000,45000
2015,25,0,1,5,Vietnamese,1,0,9920,0,0,9999999,999999
2015,25,0,2,0,Vietnamese,0,0,9920,0,0,9999999,999999
2015,25,3770,2,40,Other,5,1,7750,2980,40,28000,28000
2015,25,0,1,75,Indian,11,1,1360,7290,40,818000,551000
2015,25,7570,2,49,Indian,11,3,2310,7860,0,0,0
2015,25,7570,1,55,Indian,11,1,2200,7870,60,301000,300000
2015,25,7570,1,12,Indian,2,0,9920,0,0,9999999,999999
2015,25,7570,2,6,Indian,1,0,9920,0,0,9999999,999999
2015,25,7570,2,76,Indian,11,3,9920,0,0,0,0
2015,25,0,1,31,Chinese,10,1,800,7390,40,72000,64000
2015,25,0,1,70,Chinese,6,3,9920,0,0,7130,0
2015,25,0,2,64,Chinese,6,3,5810,7070,0,10900,0
2015,25,0,1,42,Chinese,10,1,1000,7870,40,70010,70000
2015,25,0,1,41,Chinese,10,1,5800,7870,40,50010,50000
2015,25,0,2,35,Chinese,6,3,9920,0,0,0,0
2015,25,0,1,74,Chinese,6,3,9920,0,0,0,0
2015,25,0,2,64,Chinese,6,3,9920,0,0,0,0
2015,25,0,1,52,Chinese,11,1,5520,6290,45,25000,25000
